User,Text,Sentiment,CleanText,VADER_Prediction,HF_Prediction
 BurgerQuestHighSchool ,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,excitement,embarking on a mission to find the best burger joint in town burger connoisseur reporting for duty,positive,Positive
 ComedyGeniusHighSchool ,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,joy,practicing a standup comedy routine for the upcoming talent show comedy gig in the making,positive,Negative
 LoveLetterBlunderHighSchool ,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,embarrassed,accidentally sent a love letter to the wrong person love note fail maximum embarrassment,negative,Negative
 ScienceExperimentProHighSchool ,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,excitement,attempting to impress the teacher with an elaborate science experiment science geek mode activated,positive,Negative
 BraceletCraftsmanHighSchool ,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,joy,crafting intricate friendship bracelets for the whole squad friendship level expert weaver,positive,Positive
 CartwheelMasterHighSchool ,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,excitement,attempting to beat the record for the most consecutive cartwheels cartwheel challenge underway,positive,Negative
 MovieMarathonHostHighSchool ,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,joy,organizing a movie marathon with friends popcorn and cinematic adventures await,positive,Positive
 HairColorExperimentHighSchool ,Experimenting with a new hair color. A bold change for a bold semester! ,excitement,experimenting with a new hair color a bold change for a bold semester,positive,Positive
 TimeCapsuleCreatorHighSchool ,Building a time capsule to capture memories for the future. Time-traveling emotions! ,joy,building a time capsule to capture memories for the future timetraveling emotions,neutral,Positive
 ClassroomBlunderHighSchool ,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,embarrassed,accidentally walked into the wrong classroom on the first day classroom mixup awkward start,negative,Negative
 SmoothieConnoisseurHighSchool ,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,excitement,trying out a new smoothie recipe for a healthy start to the week smoothie enthusiast level up,positive,Positive
 OverwhelmedHighSchoolStudent ,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,sad,reflecting on the challenges of the school year feeling a bit overwhelmed with assignments,positive,Positive
 DealingWithHateHighSchool ,Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,hate,encountered some meanspirited comments online dealing with online hate is never easy,negative,Negative
 ToughDayHighSchool ,Had a bad day at school. Everything seems to be going wrong. ,bad,had a bad day at school everything seems to be going wrong,negative,Negative
 SportsTeamRejectionHighSchool ,Feeling down after not making the sports team. Disappointment lingers. ,sad,feeling down after not making the sports team disappointment lingers,negative,Negative
 CafeteriaConflictHighSchool ,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,hate,witnessed a heated argument in the cafeteria unpleasant atmosphere at lunch,negative,Negative
 ProjectGradeDisappointmentHighSchool ,Received a not-so-great grade on a major project. Academic frustration setting in. ,bad,received a notsogreat grade on a major project academic frustration setting in,negative,Negative
 PersonalSetbackHighSchool ,Dealing with a personal setback. Sometimes life throws unexpected challenges. ,sad,dealing with a personal setback sometimes life throws unexpected challenges,positive,Positive
 LonelySaturdayHighSchool ,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,sad,feeling lonely on a saturday night sometimes solitude hits harder than expected,negative,Negative
 CyberbullyingVictimHighSchool ,Experiencing cyberbullying. Hateful messages online are disheartening. ,hate,experiencing cyberbullying hateful messages online are disheartening,negative,Negative
 RainyDayBluesHighSchool ,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,bad,caught in a torrential rainstorm without an umbrella todays weather is just bad luck,negative,Negative
 MissedOpportunityHighSchool ,Missing an important event due to unforeseen circumstances. A day filled with sadness. ,sad,missing an important event due to unforeseen circumstances a day filled with sadness,negative,Negative
 RumorVictimHighSchool ,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,hate,dealing with unfounded rumors circulating about personal life rumors can be hurtful,negative,Negative
 FlatTireWoesHighSchool ,Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,bad,got a flat tire on the way to an important meeting talk about a series of bad events,negative,Negative
 FriendMovingAwayHighSchool ,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,sad,feeling a sense of emptiness after a close friend moves away farewells are always sad,negative,Negative
 CollegeRejectionHighSchool ,Facing rejection from a dream college. Disheartened but determined to explore other paths. ,sad,facing rejection from a dream college disheartened but determined to explore other paths,positive,Negative
 GamingToxicityHighSchool ,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,hate,encountering online toxicity during a gaming session hateful comments can ruin the fun,negative,Negative
 BadHairDayBluesHighSchool ,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,bad,having a bad hair day and feeling selfconscious bad hair days can affect confidence,negative,Negative
 ProjectFailureDespairHighSchool ,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,sad,feeling a sense of despair after a major project failure hard work didnt pay off this time,negative,Negative
 OpinionsHateHighSchool ,Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,hate,experiencing hate comments for expressing personal opinions online negativity prevails,negative,Negative
 TechMalfunctionWoesHighSchool ,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,bad,having a string of bad luck with constant technology malfunctions tech troubles galore,negative,Negative
 MissedEventBluesHighSchool ,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,sad,missing out on a longanticipated event due to unexpected circumstances a day filled with sadness,negative,Negative
 StudyTechniqueExperimentHighSchool ,Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,neutral,trying out a new study technique for upcoming exams exploring different learning strategies,neutral,Positive
 CommunityCleanupHighSchool ,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,neutral,organizing a community cleanup event for a cleaner neighborhood promoting environmental awareness,positive,Positive
 BookRecommendationsHighSchool ,Sharing favorite book recommendations with classmates. Building a mini book club. ,neutral,sharing favorite book recommendations with classmates building a mini book club,positive,Positive
 BakeSaleRecipeExperimentHighSchool ,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,neutral,experimenting with a new recipe for a school bake sale baking adventures in the kitchen,positive,Positive
 SchoolProjectCollaborationHighSchool ,Collaborating on a school project with peers. Teamwork makes the dream work. ,neutral,collaborating on a school project with peers teamwork makes the dream work,positive,Positive
 ExtracurricularExplorationHighSchool ,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,neutral,attending a school club meeting to explore new interests dabbling in extracurricular activities,positive,Positive
 PartTimeJobExplorationHighSchool ,Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,neutral,exploring a new parttime job opportunity for gaining work experience career development in progress,positive,Positive
 SchoolAssemblyParticipationHighSchool ,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,neutral,attending a school assembly to stay informed about upcoming events and announcements staying connected with school activities,neutral,Positive
 PhotographyHobbyHighSchool ,Exploring a new hobby of photography during free time. Capturing moments through a lens. ,neutral,exploring a new hobby of photography during free time capturing moments through a lens,positive,Positive
 ScienceFairParticipationHighSchool ,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,neutral,participating in a science fair to showcase a unique experiment sharing knowledge with peers,positive,Positive
 TimeManagementWorkshopHighSchool ,Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,neutral,attending a workshop on time management to enhance organizational skills striving for efficiency,positive,Positive
 CharityEventVolunteerHighSchool ,Volunteering at a local charity event to give back to the community. Contributing to social causes. ,neutral,volunteering at a local charity event to give back to the community contributing to social causes,positive,Positive
 GroupProjectCollaborationHighSchool ,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,neutral,collaborating on a group project to promote teamwork and shared responsibilities group effort in action,positive,Positive
 DebateClubParticipationHighSchool ,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,neutral,participating in a debate club to enhance critical thinking and communication skills intellectual engagement in progress,positive,Positive
 BirthdaySurpriseHighSchool ,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,happy,celebrating a friends birthday with a surprise party joyful moments and laughter all around,positive,Positive
 CodingSuccessHighSchool ,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,happy,successfully completing a challenging coding project excitement for overcoming coding hurdles,positive,Positive
 TalentShowSupportHighSchool ,Attending a school talent show to support classmates. Applauding the diverse talents on display! ,happy,attending a school talent show to support classmates applauding the diverse talents on display,positive,Positive
 WeekendHikeHighSchool ,"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",happy,exploring a new hiking trail with friends over the weekend nature laughter and good vibes,positive,Positive
 SportsVictoryHighSchool ,Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,happy,winning a friendly sports competition against rival schools victory celebrations in full swing,positive,Positive
 PenPalConnectionHighSchool ,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,happy,receiving a heartfelt letter from a pen pal in another country connecting across the globe,positive,Positive
 MuralCreationHighSchool ,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,happy,creating a beautiful mural with fellow art enthusiasts the power of collaboration and creativity,positive,Positive
 ArtExhibitionJoyHighSchool ,Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! ,happy,participating in a schoolwide art exhibition witnessing creativity and spreading positive vibes,positive,Positive
 TrackFieldSuccessHighSchool ,Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! ,happy,achieving a personal best in a track and field competition the thrill of victory and selfimprovement,positive,Positive
 ScienceProjectSuccessHighSchool ,Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! ,happy,collaborating on a science project that received recognition at a regional fair science triumphs and smiles,positive,Positive
 BirthdayPartyJoyHighSchool ,"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",happy,attending a surprise birthday party organized by friends surrounded by love laughter and good company,positive,Positive
 CharityFundraisingTriumphHighSchool ,Successfully fundraising for a school charity initiative. The joy of giving back to the community! ,happy,successfully fundraising for a school charity initiative the joy of giving back to the community,positive,Positive
 MulticulturalFestivalJoyHighSchool ,"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",happy,participating in a multicultural festival celebrating diversity with music dance and delicious food,positive,Positive
 VirtualTalentShowSuccessHighSchool ,"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",happy,organizing a virtual talent show during challenging times bringing smiles to classmates faces,positive,Positive
